ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Weight,Cap
US0231351067,,77243688.18,,,,,,,,,,,,,25.27986522439958,0
US02079K3059,,34983679.05,,,,,,,,,,,,,11.449255107767316,0
US30303M1027,,43994021.98,,,,,,,,,,,,,14.398107761789067,0
US01609W1027,,45810638.84,,,,,,,,,,,,,14.992639567134203,0
KYG875721634,,27190808.53,,,,,,,,,,,,,8.898849746519888,0
US64110L1061,,15119627.18,,,,,,,,,,,,,4.948263688068352,0
US70450Y1038,,12429835.8,,,,,,,,,,,,,4.067964401870394,0
US09857L1089,,7714046.87,,,,,,,,,,,,,2.5246084153034207,0
US0567521085,,4226119.123,,,,,,,,,,,,,1.3830996987448316,0
US45866F1049,,4474145.211,,,,,,,,,,,,,1.4642722349676494,0
US47215P1066,,4346518.535,,,,,,,,,,,,,1.4225033183825206,0
US00507V1098,,3489996.937,,,,,,,,,,,,,1.142185909032902,0
US64110W1027,,3353049.1760000004,,,,,,,,,,,,,1.0973664419355287,0
US88034P1093,,432754.8317,,,,,,,,,,,,,0.14162948557156427,0
US22943F1003,,2144355.244,,,,,,,,,,,,,0.701792118408845,0
DE0007472060,,1785226.483,,,,,,,,,,,,,0.5842585452432348,0
JP3967200001,,809736.5287,,,,,,,,,,,,,0.26500586384622266,0
US46267X1081,,640356.5518,,,,,,,,,,,,,0.20957216966831327,0
US9485961018,,727061.6959,,,,,,,,,,,,,0.23794852518363255,0
JP3933800009,,748167.8836,,,,,,,,,,,,,0.24485603559682678,0
US05278C1071,,1232586.409,,,,,,,,,,,,,0.40339371450435896,0
JP3758190007,,693380.6572,,,,,,,,,,,,,0.2269255906369333,0
GB00B3MBS747,,750950.0826,,,,,,,,,,,,,0.24576657751170222,0
JP3435750009,,815122.0505,,,,,,,,,,,,,0.26676840611310415,0
DE000ZAL1111,,513776.9003,,,,,,,,,,,,,0.16814591717484426,0
FR0011981968,,227615.7036,,,,,,,,,,,,,0.07449274426871212,0
US81141R1005,,730701.6467,,,,,,,,,,,,,0.23913978712121658,0
US31680Q1040,,735959.8684,,,,,,,,,,,,,0.24086066735140776,0
FR0000054470,,739465.3701,,,,,,,,,,,,,0.2420079275691409,0
DE000A2E4K43,,548632.0825,,,,,,,,,,,,,0.17955311858053835,0
JP3966750006,,173793.1369,,,,,,,,,,,,,0.05687800752754818,0
US60879B1070,,499399.093,,,,,,,,,,,,,0.16344043198465757,0
CNE1000004J3,,68436.95,,,,,,,,,,,,,0.022397647149335953,0
GB00BVYVFW23,,683559.767,,,,,,,,,,,,,0.2237114667843657,0
US98426T1060,,425509.2187,,,,,,,,,,,,,0.13925818347007318,0
GB00BGDT3G23,,634470.1145,,,,,,,,,,,,,0.20764569068857952,0
GB00BKX5CN86,,502233.3147,,,,,,,,,,,,,0.1643679995863638,0
US3168271043,,432369.9078,,,,,,,,,,,,,0.14150350991526242,0
JP3922950005,,252861.6272,,,,,,,,,,,,,0.08275508338160205,0
DE000A12DM80,,503692.9122,,,,,,,,,,,,,0.16484568817104,0
JP3399310006,,368778.7673,,,,,,,,,,,,,0.12069177112879041,0
US92763W1036,,479164.3813,,,,,,,,,,,,,0.15681813317056462,0
JP3311400000,,409847.2871,,,,,,,,,,,,,0.1341324375440225,0
KYG8918W1069,,161128.6592,,,,,,,,,,,,,0.05273325088869688,0
US44852D1081,,133199.03699999998,,,,,,,,,,,,,0.04359260649922803,0
JP3921290007,,184144.5757,,,,,,,,,,,,,0.06026576624166891,0
GB0030927254,,255413.5897,,,,,,,,,,,,,0.08359027483319856,0
JP3206000006,,264680.4777,,,,,,,,,,,,,0.08662308806634841,0
AU000000APT1,,288066.7315,,,,,,,,,,,,,0.09427680525797102,0
DE000A12UKK6,,181418.0582,,,,,,,,,,,,,0.05937344744441846,0
