ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Weight,Cap
US78781P1057,,2.0,,,,,,Quasi Play,,,,,,,2.0,1
US1013881065,,2.0,,,,,,Quasi Play,,,,,,,2.0,1
US03782L1017,,2.0,,,,,,Quasi Play,,,,,,,2.0,1
US8742242071,,2.0,,,,,,Quasi Play,,,,,,,2.0,1
IL0010834765,,2.0,,,,,,Quasi Play,,,,,,,2.0,1
US60739U2042,,2.0,,,,,,Quasi Play,,,,,,,2.0,1
US10316T1043,,0.5,,,,,,Pure Play,,,,,,,4.9,1
US78463M1071,,0.5,,,,,,Pure Play,,,,,,,4.9,1
US18914U1007,,0.5,,,,,,Pure Play,,,,,,,4.9,1
US1263491094,,1.0,,,,,,Pure Play,,,,,,,4.9,1
US0116421050,,1.0,,,,,,Pure Play,,,,,,,4.9,1
GB00BYZFZ918,,1.0,,,,,,Pure Play,,,,,,,4.9,1
US98139A1051,,1.0,,,,,,Pure Play,,,,,,,4.9,1
CA49448Q1090,,1.0,,,,,,Pure Play,,,,,,,4.9,1
US45781U1034,,1.0,,,,,,Pure Play,,,,,,,4.9,1
DE000A2GS401,,1.0,,,,,,Pure Play,,,,,,,4.9,1
SG1AF6000009,,1.0,,,,,,Pure Play,,,,,,,4.9,1
US8733791011,,3.0,,,,,,Pure Play,,,,,,,4.9,1
US90214J1016,,3.0,,,,,,Pure Play,,,,,,,4.9,1
US90214J1016,,4.0,,,,,,Pure Play,,,,,,,4.9,1
US90214J1016,,10.0,,,,,,Pure Play,,,,,,,4.9,1
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
