ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,weight,cap
US1894641000,,97.20336017,,,,,,,,,,,,,9.9,0
US03152W1099,,41.23259229,,,,,,,,,,,,,4.948300218657874,0
US4529071080,,37.26684327,,,,,,,,,,,,,4.472372908417729,0
US5488621013,,34.31991314,,,,,,,,,,,,,4.118713480359283,0
US29664W1053,,33.14409232,,,,,,,,,,,,,3.977603884828963,0
US7504692077,,32.84252827,,,,,,,,,,,,,3.9414133527358293,0
US0327241065,,25.42868317,,,,,,,,,,,,,3.051681970546625,0
US62857M1053,,22.97200924,,,,,,,,,,,,,2.756857913415045,0
US40637H1095,,22.84228926,,,,,,,,,,,,,2.7412902915472843,0
US6515111077,,21.37847342,,,,,,,,,,,,,2.565618575585259,0
US69366J2006,,19.69712062,,,,,,,,,,,,,2.3638403713587253,0
JE00BYSS4X48,,18.49696615,,,,,,,,,,,,,2.2198105081729333,0
US0143391052,,15.19714085,,,,,,,,,,,,,1.823800329169881,0
BMG0750W2037,,13.62061151,,,,,,,,,,,,,1.6346019294433973,0
US00900T1079,,13.61951801,,,,,,,,,,,,,1.634470699123192,0
US24983L1044,,13.44544096,,,,,,,,,,,,,1.6135798102234606,0
US88322Q1085,,12.48000864,,,,,,,,,,,,,1.4977188202921052,0
US0044491043,,12.26947947,,,,,,,,,,,,,1.4724533329655296,0
US60468T1051,,11.86361266,,,,,,,,,,,,,1.4237454852865938,0
US5034596040,,11.64405378,,,,,,,,,,,,,1.3973963475396622,0
US7613301099,,11.10471291,,,,,,,,,,,,,1.3326703529628094,0
US5588681057,,10.96570679,,,,,,,,,,,,,1.315988306654564,0
US56854Q1013,,10.06145877,,,,,,,,,,,,,1.2074700101667601,0
US19459J1043,,9.99536888,,,,,,,,,,,,,1.199538599625362,0
US29251M1062,,9.191280716,,,,,,,,,,,,,1.103040431143571,0
US38000Q1022,,8.672918916,,,,,,,,,,,,,1.0408321229624249,0
NL0010696654,,8.585224541,,,,,,,,,,,,,1.0303079703227955,0
US29428V1044,,8.51269933,,,,,,,,,,,,,1.0216042605262967,0
US05070R1041,,8.501029563,,,,,,,,,,,,,1.0202037783496816,0
VGG111961055,,8.221772911,,,,,,,,,,,,,0.9866903445487124,0
US00448Q2012,,8.151242886,,,,,,,,,,,,,0.978226075902327,0
US00461U1051,,8.09170118,,,,,,,,,,,,,0.9710805092412047,0
US00972L1070,,7.407077564,,,,,,,,,,,,,0.8889192139987333,0
US50127T1097,,7.276509722,,,,,,,,,,,,,0.8732498406890424,0
US13089P1012,,7.266347825,,,,,,,,,,,,,0.8720303171433627,0
US76243J1051,,7.246113445,,,,,,,,,,,,,0.8696020005758716,0
US92915B1061,,7.183072331,,,,,,,,,,,,,0.8620364719281303,0
US23284F1057,,7.116038102999999,,,,,,,,,,,,,0.853991731914284,0
US09058V1035,,7.091462344,,,,,,,,,,,,,0.8510424088938424,0
US04351P1012,,6.587732732,,,,,,,,,,,,,0.7905901013679688,0
US2060221056,,6.545486502,,,,,,,,,,,,,0.7855201550576281,0
CA05156V1022,,6.521447062000001,,,,,,,,,,,,,0.7826351953788435,0
KYG8807B1068,,6.350171697,,,,,,,,,,,,,0.7620805351207799,0
US05463X1063,,6.148914465,,,,,,,,,,,,,0.7379277678606528,0
US7612991064,,6.1320156720000005,,,,,,,,,,,,,0.7358997532136757,0
US23257D1037,,6.079508222,,,,,,,,,,,,,0.729598363660267,0
US00972D1054,,5.903346922999999,,,,,,,,,,,,,0.7084573452098658,0
US4622601007,,5.876375229,,,,,,,,,,,,,0.7052204873771328,0
US98887Q1040,,5.394921049,,,,,,,,,,,,,0.6474414419217362,0
US24344T1016,,5.363039698,,,,,,,,,,,,,0.6436153789127737,0
US5560991094,,4.8511987130000005,,,,,,,,,,,,,0.5821896300736006,0
US98419J2069,,4.634884193,,,,,,,,,,,,,0.5562298461462032,0
US4831191030,,4.53562952,,,,,,,,,,,,,0.5443183486431022,0
SG9999014716,,4.534835035,,,,,,,,,,,,,0.5442230029449331,0
IE00BYQMW233,,4.510021576000001,,,,,,,,,,,,,0.5412451536811325,0
US0453961080,,4.473740043,,,,,,,,,,,,,0.5368910273042498,0
US00739L1017,,4.409257543,,,,,,,,,,,,,0.529152518733034,0
US0396971071,,4.1609360010000005,,,,,,,,,,,,,0.4993515900906196,0
US68404V1008,,3.8068612269999997,,,,,,,,,,,,,0.4568592755331775,0
IL0011407140,,3.7311702139999996,,,,,,,,,,,,,0.44777563961855726,0
US4811161011,,3.336156807,,,,,,,,,,,,,0.40037030273157864,0
US87184Q1076,,3.313127187,,,,,,,,,,,,,0.3976065309832462,0
US14888U1016,,3.042221422,,,,,,,,,,,,,0.3650952824360553,0
US03753U1060,,2.938756587,,,,,,,,,,,,,0.35267852575839986,0
US00653A1079,,2.771389662,,,,,,,,,,,,,0.33259291518730677,0
US7207951036,,2.7091851080000002,,,,,,,,,,,,,0.325127781634829,0
US3621LQ1099,,2.678821614,,,,,,,,,,,,,0.3214838757910566,0
US8162121045,,2.533361176,,,,,,,,,,,,,0.30402725040842116,0
US6085501095,,1.115194478,,,,,,,,,,,,,0.3,1
US81750R1023,,2.256234199,,,,,,,,,,,,,0.3,1
US59045L1061,,1.056127561,,,,,,,,,,,,,0.3,1
NL0012661870,,1.755935437,,,,,,,,,,,,,0.3,1
IL0011327454,,1.722708234,,,,,,,,,,,,,0.3,1
US87164F1057,,2.02326829,,,,,,,,,,,,,0.3,1
US58549G2093,,2.498082381,,,,,,,,,,,,,0.3,1
US8051111016,,1.634797298,,,,,,,,,,,,,0.3,1
US16383L1061,,1.177436379,,,,,,,,,,,,,0.3,1
US01345P1066,,1.033761126,,,,,,,,,,,,,0.3,1
US21887L1070,,1.9041692940000001,,,,,,,,,,,,,0.3,1
US74366E1029,,1.845119033,,,,,,,,,,,,,0.3,1
IE00BYZ5XL97,,1.186770013,,,,,,,,,,,,,0.3,1
US2530311081,,2.069856464,,,,,,,,,,,,,0.3,1
US67022C1062,,2.219463858,,,,,,,,,,,,,0.3,1
US48283N1063,,2.092117642,,,,,,,,,,,,,0.3,1
US14757U1097,,1.793175086,,,,,,,,,,,,,0.3,1
