ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Weight,Cap
US0231351067,,801918.9394,,82.35294118,,,,,,,,,,,1.0,1
US02079K3059,,324207.1421,,82.35294118,,,,,,,,,,,1.0,1
DE0007236101,,95415.7555,,70.58823529,,,,,,,,,,,1.0,1
US30303M1027,,346675.8438,,70.58823529,,,,,,,,,,,1.0,1
US01609W1027,,394089.7335,,70.58823529,,,,,,,,,,,1.0,1
US79466L3024,,114558.75,,70.58823529,,,,,,,,,,,1.0,1
US0567521085,,45401.7897,,70.58823529,,,,,,,,,,,1.0,1
US90184L1026,,23575.9125,,58.82352941,,,,,,,,,,,1.0,1
GB00BWFY5505,,9048.51667,,58.82352941,,,,,,,,,,,1.0,1
US81762P1021,,32984.028,,47.05882353,,,,,,,,,,,1.0,1
US00724F1012,,119661.1688,,47.05882353,,,,,,,,,,,1.0,1
US9858171054,,2946.98948,,47.05882353,,,,,,,,,,,1.0,1
US92345Y1064,,19229.2622,,47.05882353,,,,,,,,,,,1.0,1
US9892071054,,9316.33575,,47.05882353,,,,,,,,,,,1.0,1
US7055731035,,4258.51111,,47.05882353,,,,,,,,,,,1.0,1
US92343X1000,,2992.06848,,47.05882353,,,,,,,,,,,1.0,1
US2786421030,,31397.78847,,47.05882353,,,,,,,,,,,1.0,1
US8486371045,,17651.20152,,47.05882353,,,,,,,,,,,1.0,1
US83304A1060,,5868.9421,,47.05882353,,,,,,,,,,,1.0,1
US4435731009,,5965.2256,,47.05882353,,,,,,,,,,,1.0,1
BMG3922B1072,,5499.27477,,47.05882353,,,,,,,,,,,1.0,1
KYG875721634,,404337.149,,47.05882353,,,,,,,,,,,1.0,1
US23355L1061,,17372.670280000002,,35.29411765,,,,,,,,,,,1.0,1
IL0011301780,,4949.106,,35.29411765,,,,,,,,,,,1.0,1
US3032501047,,6234.0115,,35.29411765,,,,,,,,,,,1.0,1
CA6837151068,,9394.807653,,35.29411765,,,,,,,,,,,1.0,1
US29404K1060,,2417.3221399999998,,35.29411765,,,,,,,,,,,1.0,1
US88339J1051,,4851.83384,,35.29411765,,,,,,,,,,,1.0,1
US8715031089,,12637.20464,,35.29411765,,,,,,,,,,,1.0,1
US98936J1016,,6893.5048,,35.29411765,,,,,,,,,,,1.0,1
US7551115071,,47012.1204,,35.29411765,,,,,,,,,,,1.0,1
US98138H1014,,25920.66,,35.29411765,,,,,,,,,,,1.0,1
US90138F1021,,8098.9668,,35.29411765,,,,,,,,,,,1.0,1
CA82509L1076,,14940.5796,,35.29411765,,,,,,,,,,,1.0,1
US32008D1063,,13467.931359999999,,35.29411765,,,,,,,,,,,1.0,1
US69370C1009,,10044.652,,35.29411765,,,,,,,,,,,1.0,1
US04685W1036,,5524.0287,,35.29411765,,,,,,,,,,,1.0,1
US31816Q1013,,3319.70275,,35.29411765,,,,,,,,,,,1.0,1
GB00B19NLV48,,23179.24583,,35.29411765,,,,,,,,,,,1.0,1
US67020Y1001,,4377.54367,,35.29411765,,,,,,,,,,,1.0,1
US21925Y1038,,3180.28712,,35.29411765,,,,,,,,,,,1.0,1
NZXROE0001S2,,4232.97289,,35.29411765,,,,,,,,,,,1.0,1
JP3788600009,,29890.894239999998,,35.29411765,,,,,,,,,,,1.0,1
CA8849037095,,25652.03707,,35.29411765,,,,,,,,,,,1.0,1
US48203R1041,,9660.86046,,23.52941176,,,,,,,,,,,1.0,1
US09227Q1004,,3312.89149,,23.52941176,,,,,,,,,,,1.0,1
US64110L1061,,140415.0092,,23.52941176,,,,,,,,,,,1.0,1
US54142L1098,,4547.27856,,23.52941176,,,,,,,,,,,1.0,1
KR7005930003,,222407.3222,,23.52941176,,,,,,,,,,,1.0,1
US1924461023,,38829.61768,,23.52941176,,,,,,,,,,,1.0,1
US34959E1091,,12178.0476,,23.52941176,,,,,,,,,,,1.0,1
US7153471005,,3199.32784,,23.52941176,,,,,,,,,,,1.0,1
GB00BDD85M81,,3561.789992,,23.52941176,,,,,,,,,,,1.0,1
DE000A2GS401,,2788.01438,,17.64705882,,,,,,,,,,,1.9872709989523918,0
US88076W1036,,5152.338,,17.64705882,,,,,,,,,,,3.0,1
US6668071029,,46917.3326,,17.64705882,,,,,,,,,,,3.0,1
US5398301094,,80637.61526,,17.64705882,,,,,,,,,,,3.0,1
US9285634021,,16569.364980000002,,17.64705882,,,,,,,,,,,3.0,1
US87336U1051,,8667.80928,,17.64705882,,,,,,,,,,,3.0,1
US0378331005,,728011.2778,,17.64705882,,,,,,,,,,,3.0,1
US4592001014,,120769.6347,,91.66666667,,,,,,,,,,,1.0,1
US42824C1099,,20196.91032,,91.66666667,,,,,,,,,,,1.0,1
US5949181045,,819267.3055,,83.33333333,,,,,,,,,,,1.0,1
US4581401001,,218798.16,,83.33333333,,,,,,,,,,,1.0,1
US68389X1054,,176718.3716,,75.0,,,,,,,,,,,1.0,1
JP3592200004,,17798.87803,,66.66666667,,,,,,,,,,,1.0,1
US9839191015,,22660.00065,,58.33333333,,,,,,,,,,,1.0,1
US7475251036,,62753.678510000005,,50.0,,,,,,,,,,,1.0,1
US0079031078,,19788.2586,,50.0,,,,,,,,,,,1.0,1
US67066G1040,,91066.9,,41.66666667,,,,,,,,,,,1.0,1
US2328061096,,4611.2429999999995,,41.66666667,,,,,,,,,,,1.0,1
IE00B58JVZ52,,11093.150759999999,,41.66666667,,,,,,,,,,,1.0,1
US74624M1027,,3715.27728,,33.33333333,,,,,,,,,,,1.0,1
US8716071076,,13453.3597,,33.33333333,,,,,,,,,,,1.0,1
NL0000226223,,12946.39433,,33.33333333,,,,,,,,,,,1.0,1
US64110D1046,,15395.272319999998,,16.66666667,,,,,,,,,,,3.0,1
US5951121038,,38384.64928,,8.333333332999999,,,,,,,,,,,3.0,1
KR7000660001,,43137.05421,,8.333333332999999,,,,,,,,,,,3.0,1
TW0003443008,,882.7130672000001,,8.333333332999999,,,,,,,,,,,0.6291897529032378,0
TW0002344009,,1797.0869030000001,,8.333333332999999,,,,,,,,,,,1.2809470103698208,0
TW0008299009,,1546.86654,,8.333333332999999,,,,,,,,,,,1.1025922377745516,0
