ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Weight,Cap
US21871D1037,,3901.2326399999997,,0.058824,,,,,,,,,,,1.0,1
US9858171054,,3632.2398,,0.470588,,,,,,,,,,,1.0,1
US4435731009,,3626.9526,,0.470588,,,,,,,,,,,1.0,1
NZXROE0001S2,,3528.0269700000003,,0.352941,,,,,,,,,,,1.0,1
TW0002344009,,3229.5550399999997,,0.083333,,,,,,,,,,,1.0,1
US31816Q1013,,2783.58704,,0.352941,,,,,,,,,,,1.0,1
IL0011301780,,2775.14985,,0.352941,,,,,,,,,,,1.0,1
US92343X1000,,2662.85675,,0.352941,,,,,,,,,,,1.0,1
US21925Y1038,,2381.46813,,0.352941,,,,,,,,,,,1.0,1
US29404K1060,,2381.4475,,0.352941,,,,,,,,,,,1.0,1
US74624M1027,,2271.5704600000004,,0.333333,,,,,,,,,,,1.0,1
TW0008299009,,2014.9955300000001,,0.083333,,,,,,,,,,,1.0,1
US90138F1021,,1841.4182399999997,,0.352941,,,,,,,,,,,1.0,1
TW0003443008,,1652.99189,,0.083333,,,,,,,,,,,1.0,1
US88339J1051,,1585.0536,,0.235294,,,,,,,,,,,1.0,1
US4408941031,,1448.50965,,0.166667,,,,,,,,,,,1.0,1
US86800U1043,,1111.4177300000001,,0.083333,,,,,,,,,,,1.0,1
US7055731035,,3959.181,,0.470588,,,,,,,,,,,1.0,1
US98936J1016,,3982.2361200000005,,0.352941,,,,,,,,,,,1.0,1
DE000A2GS401,,4152.49815,,0.17647100000000002,,,,,,,,,,,1.0,1
US26483E1001,,4573.0608,,0.058824,,,,,,,,,,,1.0,1
US09227Q1004,,4607.9838,,0.235294,,,,,,,,,,,1.0,1
US87336U1051,,4931.8164799999995,,0.17647100000000002,,,,,,,,,,,1.0,1
US88076W1036,,4941.0,,0.17647100000000002,,,,,,,,,,,1.0,1
US04685W1036,,5014.65558,,0.352941,,,,,,,,,,,1.0,1
US3032501047,,5192.4041799999995,,0.352941,,,,,,,,,,,1.0,1
US67020Y1001,,5226.61165,,0.352941,,,,,,,,,,,1.0,1
US2328061096,,5769.06785,,0.416667,,,,,,,,,,,1.0,1
US9892071054,,6550.75724,,0.470588,,,,,,,,,,,1.0,1
BMG3922B1072,,6551.84548,,0.470588,,,,,,,,,,,1.0,1
US54142L1098,,6621.8604,,0.235294,,,,,,,,,,,1.0,1
US69370C1009,,8440.03768,,0.352941,,,,,,,,,,,1.0,1
US32008D1063,,8548.1088,,0.352941,,,,,,,,,,,1.0,1
CA6837151068,,9125.70807,,0.352941,,,,,,,,,,,1.0,1
US48203R1041,,9804.3672,,0.235294,,,,,,,,,,,1.0,1
CA82509L1076,,11029.00656,,0.352941,,,,,,,,,,,1.0,1
US83304A1060,,12000.50072,,0.470588,,,,,,,,,,,1.0,1
US9285634021,,12767.45302,,0.17647100000000002,,,,,,,,,,,1.0,1
US8486371045,,13066.47546,,0.470588,,,,,,,,,,,1.0,1
CA8849031056,,30872.8344,,0.058824,,,,,,,,,,,1.0,1
US0527691069,,25467.27054,,0.058824,,,,,,,,,,,1.0,1
DE0005089031,,14990.73365,,0.058824,,,,,,,,,,,1.0,1
US6974351057,,14506.516430000001,,0.058824,,,,,,,,,,,1.0,1
US5951121038,,50554.0918,,0.083333,,,,,,,,,,,1.0,1
KR7000660001,,50108.32875,,0.083333,,,,,,,,,,,1.0,1
US8716071076,,13772.403540000001,,0.083333,,,,,,,,,,,1.0,1
US2124851062,,2150.42724,,0.058824,,,,,,,,,,,1.0,1
US64110D1046,,16407.708,,0.166667,,,,,,,,,,,1.0,1
US5398301094,,101747.5599,,0.17647100000000002,,,,,,,,,,,1.0,1
US6668071029,,59282.18664,,0.17647100000000002,,,,,,,,,,,1.0,1
US0079031078,,13256.338259999999,,0.5,,,,,,,,,,,1.0,1
GB00BWFY5505,,13342.05204,,0.5882350000000001,,,,,,,,,,,1.0,1
US24703L1035,,14293.7535,,0.666667,,,,,,,,,,,1.0,1
US12673P1057,,15004.76655,,0.235294,,,,,,,,,,,1.0,1
IE00B58JVZ52,,15722.4504,,0.416667,,,,,,,,,,,1.0,1
US98138H1014,,16424.93,,0.352941,,,,,,,,,,,1.0,1
US92345Y1064,,16477.4346,,0.470588,,,,,,,,,,,1.0,1
US8715031089,,16882.10986,,0.352941,,,,,,,,,,,1.0,1
US9839191015,,18606.5913,,0.583333,,,,,,,,,,,1.0,1
US90184L1026,,19171.51314,,0.5882350000000001,,,,,,,,,,,1.0,1
GB00B19NLV48,,21229.40357,,0.352941,,,,,,,,,,,1.0,1
US42824C1099,,25698.8,,0.916667,,,,,,,,,,,1.0,1
US81762P1021,,26007.589,,0.41176499999999994,,,,,,,,,,,1.0,1
US23355L1061,,28398.52895,,0.352941,,,,,,,,,,,1.0,1
US64110L1061,,117296.1444,,0.235294,,,,,,,,,,,1.0,1
US7551115071,,60401.837779999994,,0.352941,,,,,,,,,,,1.0,1
US67066G1040,,148954.8,,0.416667,,,,,,,,,,,1.0,1
US88032Q1094,,561096.9482699999,,0.470588,,,,,,,,,,,1.0,1
US00724F1012,,98197.82104,,0.470588,,,,,,,,,,,1.0,1
US2786421030,,42388.69118,,0.470588,,,,,,,,,,,1.0,1
US7475251036,,101036.27625,,0.5,,,,,,,,,,,1.0,1
US01609W1027,,524918.4563300001,,0.705882,,,,,,,,,,,1.0,1
US30303M1027,,447773.86258,,0.705882,,,,,,,,,,,1.0,1
DE0007236101,,129353.697,,0.705882,,,,,,,,,,,1.0,1
US79466L3024,,82277.193,,0.705882,,,,,,,,,,,1.0,1
US0567521085,,67717.81,,0.705882,,,,,,,,,,,1.0,1
US68389X1054,,213562.06717999998,,0.75,,,,,,,,,,,1.0,1
US0231351067,,702386.00523,,0.8235290000000001,,,,,,,,,,,1.0,1
US02079K3059,,352857.2034,,0.8235290000000001,,,,,,,,,,,1.0,1
US5949181045,,731557.23792,,0.833333,,,,,,,,,,,1.0,1
US4581401001,,225295.2,,0.833333,,,,,,,,,,,1.0,1
US4592001014,,151551.9867,,0.916667,,,,,,,,,,,1.0,1
