ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,weight,cap
US1894641000,,97.20336017,,,,,,,,,,,,,10.0,1
US00653A1079,,2.771389662,,,,,,,,,,,,,10.0,1
US87184Q1076,,3.313127187,,,,,,,,,,,,,10.0,1
US13089P1012,,7.266347825,,,,,,,,,,,,,10.0,1
US1894641000,,97.20336017,,,,,,,,,,,,,10.0,1
US00653A1079,,2.771389662,,,,,,,,,,,,,10.0,1
US87184Q1076,,3.313127187,,,,,,,,,,,,,10.0,1
US13089P1012,,7.266347825,,,,,,,,,,,,,10.0,1
US00739L1017,,4.409257543,,,,,,,,,,,,,10.0,1
US87164F1057,,2.02326829,,,,,,,,,,,,,10.0,1
US7207951036,,2.7091851080000002,,,,,,,,,,,,,10.0,1
US2530311081,,2.069856464,,,,,,,,,,,,,10.0,1
US67022C1062,,2.219463858,,,,,,,,,,,,,10.0,1
US00972D1054,,5.903346922999999,,,,,,,,,,,,,10.0,1
US98419J2069,,4.634884193,,,,,,,,,,,,,10.0,1
US4811161011,,3.336156807,,,,,,,,,,,,,10.0,1
US5560991094,,4.8511987130000005,,,,,,,,,,,,,10.0,1
US00448Q2012,,8.151242886,,,,,,,,,,,,,10.0,1
US24344T1016,,5.363039698,,,,,,,,,,,,,10.0,1
SG9999014716,,4.534835035,,,,,,,,,,,,,10.0,1
US7612991064,,6.1320156720000005,,,,,,,,,,,,,10.0,1
US00972L1070,,7.407077564,,,,,,,,,,,,,10.0,1
US92915B1061,,7.183072331,,,,,,,,,,,,,10.0,1
CA05156V1022,,6.521447062000001,,,,,,,,,,,,,10.0,1
IE00BYZ5XL97,,1.186770013,,,,,,,,,,,,,10.0,1
US74366E1029,,1.845119033,,,,,,,,,,,,,10.0,1
US8162121045,,2.533361176,,,,,,,,,,,,,10.0,1
US21887L1070,,1.9041692940000001,,,,,,,,,,,,,10.0,1
IE00BYQMW233,,4.510021576000001,,,,,,,,,,,,,10.0,1
US68404V1008,,3.8068612269999997,,,,,,,,,,,,,10.0,1
US59045L1061,,1.056127561,,,,,,,,,,,,,10.0,1
US6085501095,,1.115194478,,,,,,,,,,,,,10.0,1
