ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Weight,Cap
US21871D1037,,3901.2326399999997,,0.058824,,,,,,,,,,,0.3,1
US9858171054,,3632.2398,,0.470588,,,,,,,,,,,0.3,1
US4435731009,,3626.9526,,0.470588,,,,,,,,,,,0.3,1
NZXROE0001S2,,3528.0269700000003,,0.352941,,,,,,,,,,,0.3,1
TW0002344009,,3229.5550399999997,,0.083333,,,,,,,,,,,0.3,1
US31816Q1013,,2783.58704,,0.352941,,,,,,,,,,,0.3,1
IL0011301780,,2775.14985,,0.352941,,,,,,,,,,,0.3,1
US92343X1000,,2662.85675,,0.352941,,,,,,,,,,,0.3,1
US21925Y1038,,2381.46813,,0.352941,,,,,,,,,,,0.3,1
US29404K1060,,2381.4475,,0.352941,,,,,,,,,,,0.3,1
US74624M1027,,2271.5704600000004,,0.333333,,,,,,,,,,,0.3,1
TW0008299009,,2014.9955300000001,,0.083333,,,,,,,,,,,0.3,1
US90138F1021,,1841.4182399999997,,0.352941,,,,,,,,,,,0.3,1
TW0003443008,,1652.99189,,0.083333,,,,,,,,,,,0.3,1
US88339J1051,,1585.0536,,0.235294,,,,,,,,,,,0.3,1
US4408941031,,1448.50965,,0.166667,,,,,,,,,,,0.3,1
US86800U1043,,1111.4177300000001,,0.083333,,,,,,,,,,,0.3,1
US7055731035,,3959.181,,0.470588,,,,,,,,,,,0.3,1
US98936J1016,,3982.2361200000005,,0.352941,,,,,,,,,,,0.3,1
DE000A2GS401,,4152.49815,,0.17647100000000002,,,,,,,,,,,0.3,1
US26483E1001,,4573.0608,,0.058824,,,,,,,,,,,0.3,1
US09227Q1004,,4607.9838,,0.235294,,,,,,,,,,,0.3,1
US87336U1051,,4931.8164799999995,,0.17647100000000002,,,,,,,,,,,0.3,1
US88076W1036,,4941.0,,0.17647100000000002,,,,,,,,,,,0.3,1
US04685W1036,,5014.65558,,0.352941,,,,,,,,,,,0.3,1
US3032501047,,5192.4041799999995,,0.352941,,,,,,,,,,,0.3,1
US67020Y1001,,5226.61165,,0.352941,,,,,,,,,,,0.3,1
US2328061096,,5769.06785,,0.416667,,,,,,,,,,,0.31469131021634006,0
US9892071054,,6550.75724,,0.470588,,,,,,,,,,,0.3573309297731306,0
BMG3922B1072,,6551.84548,,0.470588,,,,,,,,,,,0.3573902911258368,0
US54142L1098,,6621.8604,,0.235294,,,,,,,,,,,0.3612094673744733,0
US69370C1009,,8440.03768,,0.352941,,,,,,,,,,,0.46038746377276163,0
US32008D1063,,8548.1088,,0.352941,,,,,,,,,,,0.46628253091941485,0
CA6837151068,,9125.70807,,0.352941,,,,,,,,,,,0.4977894356364916,0
US48203R1041,,9804.3672,,0.235294,,,,,,,,,,,0.5348089570501602,0
CA82509L1076,,11029.00656,,0.352941,,,,,,,,,,,0.601610626706533,0
US83304A1060,,12000.50072,,0.470588,,,,,,,,,,,0.6546037233430931,0
US9285634021,,12767.45302,,0.17647100000000002,,,,,,,,,,,0.6964394636109832,0
US8486371045,,13066.47546,,0.470588,,,,,,,,,,,0.7127505498859847,0
CA8849031056,,30872.8344,,0.058824,,,,,,,,,,,1.68405242580534,0
US0527691069,,25467.27054,,0.058824,,,,,,,,,,,1.3891895436567974,0
