ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Weight,Cap
US0231351067,,801918.9394,,82.35294118,,,,,,,,,,,3.0,1
US02079K3059,,324207.1421,,82.35294118,,,,,,,,,,,3.0,1
DE0007236101,,95415.7555,,70.58823529,,,,,,,,,,,3.0,1
US30303M1027,,346675.8438,,70.58823529,,,,,,,,,,,3.0,1
US01609W1027,,394089.7335,,70.58823529,,,,,,,,,,,3.0,1
US79466L3024,,114558.75,,70.58823529,,,,,,,,,,,3.0,1
US0567521085,,45401.7897,,70.58823529,,,,,,,,,,,2.7104636268509794,0
US90184L1026,,23575.9125,,58.82352941,,,,,,,,,,,1.407469919651016,0
GB00BWFY5505,,9048.51667,,58.82352941,,,,,,,,,,,0.5401918178346558,0
US81762P1021,,32984.028,,47.05882353,,,,,,,,,,,1.9691296037397015,0
US00724F1012,,119661.1688,,47.05882353,,,,,,,,,,,3.0,1
US9858171054,,2946.98948,,47.05882353,,,,,,,,,,,0.3,1
US92345Y1064,,19229.2622,,47.05882353,,,,,,,,,,,1.147977119595363,0
US9892071054,,9316.33575,,47.05882353,,,,,,,,,,,0.5561804799493715,0
US7055731035,,4258.51111,,47.05882353,,,,,,,,,,,0.3,1
US92343X1000,,2992.06848,,47.05882353,,,,,,,,,,,0.3,1
US2786421030,,31397.78847,,47.05882353,,,,,,,,,,,1.8744319149933433,0
US8486371045,,17651.20152,,47.05882353,,,,,,,,,,,1.0537677040113844,0
US83304A1060,,5868.9421,,47.05882353,,,,,,,,,,,0.35037284202354696,0
US4435731009,,5965.2256,,47.05882353,,,,,,,,,,,0.356120917734666,0
BMG3922B1072,,5499.27477,,47.05882353,,,,,,,,,,,0.3283038914684961,0
KYG875721634,,404337.149,,47.05882353,,,,,,,,,,,3.0,1
US23355L1061,,17372.670280000002,,35.29411765,,,,,,,,,,,1.0371395314228111,0
IL0011301780,,4949.106,,35.29411765,,,,,,,,,,,0.3,1
US3032501047,,6234.0115,,35.29411765,,,,,,,,,,,0.3721672985089553,0
CA6837151068,,9394.807653,,35.29411765,,,,,,,,,,,0.5608652124283487,0
US29404K1060,,2417.3221399999998,,35.29411765,,,,,,,,,,,0.3,1
US88339J1051,,4851.83384,,35.29411765,,,,,,,,,,,0.3,1
US8715031089,,12637.20464,,35.29411765,,,,,,,,,,,0.7544346544073002,0
US98936J1016,,6893.5048,,35.29411765,,,,,,,,,,,0.4115387112575131,0
US7551115071,,47012.1204,,35.29411765,,,,,,,,,,,2.8065995461262374,0
US98138H1014,,25920.66,,35.29411765,,,,,,,,,,,1.5474501463093444,0
US90138F1021,,8098.9668,,35.29411765,,,,,,,,,,,0.48350417619051844,0
CA82509L1076,,14940.5796,,35.29411765,,,,,,,,,,,0.8919449615853304,0
US32008D1063,,13467.931359999999,,35.29411765,,,,,,,,,,,0.8040286147619778,0
US69370C1009,,10044.652,,35.29411765,,,,,,,,,,,0.599660587617231,0
US04685W1036,,5524.0287,,35.29411765,,,,,,,,,,,0.32978168843046507,0
US31816Q1013,,3319.70275,,35.29411765,,,,,,,,,,,0.3,1
GB00B19NLV48,,23179.24583,,35.29411765,,,,,,,,,,,1.3837891223052874,0
US67020Y1001,,4377.54367,,35.29411765,,,,,,,,,,,0.3,1
US21925Y1038,,3180.28712,,35.29411765,,,,,,,,,,,0.3,1
NZXROE0001S2,,4232.97289,,35.29411765,,,,,,,,,,,0.3,1
JP3788600009,,29890.894239999998,,35.29411765,,,,,,,,,,,1.7844711000802123,0
CA8849037095,,25652.03707,,35.29411765,,,,,,,,,,,1.5314134947607134,0
US48203R1041,,9660.86046,,23.52941176,,,,,,,,,,,0.5767484289482275,0
US09227Q1004,,3312.89149,,23.52941176,,,,,,,,,,,0.3,1
US64110L1061,,140415.0092,,23.52941176,,,,,,,,,,,3.0,1
US54142L1098,,4547.27856,,23.52941176,,,,,,,,,,,0.3,1
KR7005930003,,222407.3222,,23.52941176,,,,,,,,,,,3.0,1
US1924461023,,38829.61768,,23.52941176,,,,,,,,,,,2.3181083182315545,0
US34959E1091,,12178.0476,,23.52941176,,,,,,,,,,,0.7270232139298214,0
US7153471005,,3199.32784,,23.52941176,,,,,,,,,,,0.3,1
GB00BDD85M81,,3561.789992,,23.52941176,,,,,,,,,,,0.3,1
DE000A2GS401,,2788.01438,,17.64705882,,,,,,,,,,,0.3,1
US88076W1036,,5152.338,,17.64705882,,,,,,,,,,,0.3075919437211551,0
US6668071029,,46917.3326,,17.64705882,,,,,,,,,,,1.0,1
US5398301094,,80637.61526,,17.64705882,,,,,,,,,,,1.0,1
US9285634021,,16569.364980000002,,17.64705882,,,,,,,,,,,1.0,1
US87336U1051,,8667.80928,,17.64705882,,,,,,,,,,,0.517463781343434,0
US0378331005,,728011.2778,,17.64705882,,,,,,,,,,,1.0,1
US4592001014,,120769.6347,,91.66666667,,,,,,,,,,,3.0,1
US42824C1099,,20196.91032,,91.66666667,,,,,,,,,,,1.2057452175091494,0
US5949181045,,819267.3055,,83.33333333,,,,,,,,,,,3.0,1
US4581401001,,218798.16,,83.33333333,,,,,,,,,,,3.0,1
US68389X1054,,176718.3716,,75.0,,,,,,,,,,,3.0,1
JP3592200004,,17798.87803,,66.66666667,,,,,,,,,,,1.062583916137385,0
US9839191015,,22660.00065,,58.33333333,,,,,,,,,,,1.3527904505985708,0
US7475251036,,62753.678510000005,,50.0,,,,,,,,,,,3.0,1
US0079031078,,19788.2586,,50.0,,,,,,,,,,,1.181348918807513,0
US67066G1040,,91066.9,,41.66666667,,,,,,,,,,,3.0,1
US2328061096,,4611.2429999999995,,41.66666667,,,,,,,,,,,0.3,1
IE00B58JVZ52,,11093.150759999999,,41.66666667,,,,,,,,,,,0.6622554273924204,0
US74624M1027,,3715.27728,,33.33333333,,,,,,,,,,,0.3,1
US8716071076,,13453.3597,,33.33333333,,,,,,,,,,,0.8031586941118489,0
NL0000226223,,12946.39433,,33.33333333,,,,,,,,,,,0.7728931207823017,0
US64110D1046,,15395.272319999998,,16.66666667,,,,,,,,,,,0.919089884441839,0
US5951121038,,38384.64928,,8.333333332999999,,,,,,,,,,,1.0,1
KR7000660001,,43137.05421,,8.333333332999999,,,,,,,,,,,1.0,1
TW0003443008,,882.7130672000001,,8.333333332999999,,,,,,,,,,,0.3,1
TW0002344009,,1797.0869030000001,,8.333333332999999,,,,,,,,,,,0.3,1
TW0008299009,,1546.86654,,8.333333332999999,,,,,,,,,,,0.3,1
