ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Sub-Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Weight
US24906P1093,,,,,,,,Pure Play,Large Cap,,,,,,,0.04536082474226805
US2521311074,,,,,,,,Pure Play,Large Cap,,,,,,,0.04536082474226805
US45784P1012,,,,,,,,Pure Play,Large Cap,,,,,,,0.04536082474226805
US46120E6023,,,,,,,,Pure Play,Large Cap,,,,,,,0.04536082474226805
US92220P1057,,,,,,,,Pure play,Large Cap,,,,,,,
DE0005313704,,,,,,,,Pure play,Large Cap,,,,,,,
US0162551016,,,,,,,,Pure Play,Large Cap,,,,,,,0.04536082474226805
US1011371077,,,,,,,,Pure Play,Large Cap,,,,,,,0.04536082474226805
US8636671013,,,,,,,,Pure Play,Large Cap,,,,,,,0.04536082474226805
US5747951003,,,,,,,,Pure Play,Mid Cap,,,,,,,0.07457627118644068
US6323071042,,,,,,,,Pure Play,Mid Cap,,,,,,,0.07457627118644068
US87918A1051,,,,,,,,Pure Play,Mid Cap,,,,,,,0.07457627118644068
US6707041058,,,,,,,,Pure Play,Mid Cap,,,,,,,0.07457627118644068
KR7214150005,,,,,,,,Pure Play,Small Cap,,,,,,,0.018487394957983194
US2321091082,,,,,,,,Pure Play,Small Cap,,,,,,,0.018487394957983194
JP3311530004,,,,,,,,Pure Play,Small Cap,,,,,,,0.018487394957983194
US4577301090,,,,,,,,Pure Play,Small Cap,,,,,,,0.018487394957983194
US46121H1095,,,,,,,,Pure Play,Small Cap,,,,,,,0.018487394957983194
US4500561067,,,,,,,,Pure Play,Small Cap,,,,,,,0.018487394957983194
US92672L1070,,,,,,,,Pure Play,Small Cap,,,,,,,0.018487394957983194
US0906721065,,,,,,,,Pure play,Small Cap,,,,,,,
IL0011267213,,,,,,,,Pure Play,Small Cap,,,,,,,0.018487394957983194
US68752L1008,,,,,,,,Pure play,Small Cap,,,,,,,
US05465P1012,,,,,,,,Pure play,Small Cap,,,,,,,
US20717E1010,,,,,,,,Pure play,Small Cap,,,,,,,
US0043971052,,,,,,,,Pure Play,Small Cap,,,,,,,0.018487394957983194
IE00BTN1Y115,,,,,,,,Quasi Play,Large Cap,,,,,,,0.020618556701030927
US4364401012,,,,,,,,Quasi Play,Large Cap,,,,,,,0.020618556701030927
JP3837800006,,,,,,,,Quasi Play,Large Cap,,,,,,,0.020618556701030927
US1380063099,,,,,,,,Quasi Play,Large Cap,,,,,,,0.020618556701030927
DK0060946788,,,,,,,,Quasi Play,Mid Cap,,,,,,,0.03389830508474576
JP3706800004,,,,,,,,Quasi Play,Mid Cap,,,,,,,0.03389830508474576
US2074101013,,,,,,,,Quasi Play,Mid Cap,,,,,,,0.03389830508474576
US4314751029,,,,,,,,Quasi play,Mid Cap,,,,,,,
CH0012100191,,,,,,,,Quasi play,Mid Cap,,,,,,,
US92214X1063,,,,,,,,Quasi Play,Small Cap,,,,,,,0.008403361344537815
TW0004736004,,,,,,,,Quasi Play,Small Cap,,,,,,,0.008403361344537815
US88554D2053,,,,,,,,Quasi Play,Small Cap,,,,,,,0.008403361344537815
BE0003755692,,,,,,,,Quasi play,Small Cap,,,,,,,
JP3630400004,,,,,,,,Quasi Play,Small Cap,,,,,,,0.008403361344537815
US6048711039,,,,,,,,Quasi play,Small Cap,,,,,,,
KYG020141019,,,,,,,,Quasi play,Small Cap,,,,,,,
