ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Weight,Cap
US0231351067,,801918.9394,,0.8235294120000001,,,,,,,,,,,1.0,1
US02079K3059,,324207.1421,,0.8235294120000001,,,,,,,,,,,1.0,1
DE0007236101,,95415.7555,,0.705882353,,,,,,,,,,,1.0,1
US30303M1027,,346675.8438,,0.705882353,,,,,,,,,,,1.0,1
US01609W1027,,394089.7335,,0.705882353,,,,,,,,,,,1.0,1
US79466L3024,,114558.75,,0.705882353,,,,,,,,,,,1.0,1
US0567521085,,45401.7897,,0.705882353,,,,,,,,,,,1.0,1
US90184L1026,,23575.9125,,0.588235294,,,,,,,,,,,1.0,1
GB00BWFY5505,,9048.51667,,0.588235294,,,,,,,,,,,1.0,1
US81762P1021,,32984.028,,0.470588235,,,,,,,,,,,1.0,1
US00724F1012,,119661.1688,,0.470588235,,,,,,,,,,,1.0,1
US9858171054,,2946.98948,,0.470588235,,,,,,,,,,,1.0,1
US92345Y1064,,19229.2622,,0.470588235,,,,,,,,,,,1.0,1
US9892071054,,9316.33575,,0.470588235,,,,,,,,,,,1.0,1
US7055731035,,4258.51111,,0.470588235,,,,,,,,,,,1.0,1
US92343X1000,,2992.06848,,0.470588235,,,,,,,,,,,1.0,1
US2786421030,,31397.78847,,0.470588235,,,,,,,,,,,1.0,1
US8486371045,,17651.20152,,0.470588235,,,,,,,,,,,1.0,1
US83304A1060,,5868.9421,,0.470588235,,,,,,,,,,,1.0,1
US4435731009,,5965.2256,,0.470588235,,,,,,,,,,,1.0,1
BMG3922B1072,,5499.27477,,0.470588235,,,,,,,,,,,1.0,1
KYG875721634,,404337.149,,0.470588235,,,,,,,,,,,1.0,1
US23355L1061,,17372.670280000002,,0.352941176,,,,,,,,,,,1.0,1
IL0011301780,,4949.106,,0.352941176,,,,,,,,,,,1.0,1
US3032501047,,6234.0115,,0.352941176,,,,,,,,,,,1.0,1
CA6837151068,,9394.807653,,0.352941176,,,,,,,,,,,1.0,1
US29404K1060,,2417.3221399999998,,0.352941176,,,,,,,,,,,1.0,1
US88339J1051,,4851.83384,,0.352941176,,,,,,,,,,,1.0,1
US8715031089,,12637.20464,,0.352941176,,,,,,,,,,,1.0,1
US98936J1016,,6893.5048,,0.352941176,,,,,,,,,,,1.0,1
US7551115071,,47012.1204,,0.352941176,,,,,,,,,,,1.0,1
US98138H1014,,25920.66,,0.352941176,,,,,,,,,,,1.0,1
US90138F1021,,8098.9668,,0.352941176,,,,,,,,,,,1.0,1
CA82509L1076,,14940.5796,,0.352941176,,,,,,,,,,,1.0,1
US32008D1063,,13467.931359999999,,0.352941176,,,,,,,,,,,1.0,1
US69370C1009,,10044.652,,0.352941176,,,,,,,,,,,1.0,1
US04685W1036,,5524.0287,,0.352941176,,,,,,,,,,,1.0,1
US31816Q1013,,3319.70275,,0.352941176,,,,,,,,,,,1.0,1
GB00B19NLV48,,23179.24583,,0.352941176,,,,,,,,,,,1.0,1
US67020Y1001,,4377.54367,,0.352941176,,,,,,,,,,,1.0,1
US21925Y1038,,3180.28712,,0.352941176,,,,,,,,,,,1.0,1
NZXROE0001S2,,4232.97289,,0.352941176,,,,,,,,,,,1.0,1
JP3788600009,,29890.894239999998,,0.352941176,,,,,,,,,,,1.0,1
CA8849037095,,25652.03707,,0.352941176,,,,,,,,,,,1.0,1
